Time,Flowrate,S_O2,S_I,S_S,S_NH4,S_N2,S_NOX,S_ALK,X_I,X_S,X_H,X_STO,X_A,X_SS
0.0,1000.0,2.0,16.8,28.0,25.0,15.0,30.0,6.0,56.0,154.0,25.2,20.0,15.0,400.0
0.25,1049.3546174770438,2.0,14.6117789710386,27.956812780097337,22.91959448743437,13.760766954493992,28.85958003916681,6.058683311247255,59.59346798409944,162.07509992488437,25.805204464041154,19.757954768447775,15.236985823276568,408.0577753664566
0.5,1046.5283197078106,2.0,15.41777515331032,31.917197153294495,22.74035900554696,13.243698104086182,30.889415664709393,6.034571645333467,58.8514368279466,157.27423339022036,25.81488292661813,19.21889012305818,15.597668987256652,408.90055560347105
0.75,1019.1280324260382,2.0,13.854969490486278,31.156884617030464,22.388051972069025,14.107385885454137,30.20876767205498,5.197186267330089,60.0422812746498,163.55475042906045,25.559915657000012,20.157015510315592,16.193607622229866,407.1528645561568
1.0,970.0202440385974,2.0,13.676928994421868,30.060783444904327,23.121341583253574,13.153542752024503,28.623265399522108,5.589176572438486,59.564089956755616,169.2273010057921,23.271408144240144,19.68896432636441,16.864334594398102,404.338309181299
1.25,868.5173589040254,2.0,11.669286121980976,30.25025947524394,24.710289090851898,13.806869400341428,27.92042325663646,6.02051970100897,58.5345469933893,164.60774696107995,24.49570821294787,18.971835920543533,16.55537023339506,407.1417352242602
1.5,829.4654881990417,2.0,11.744054241630058,30.4272943318411,27.300057815329772,14.58833123109258,29.086896400733366,6.371073073788909,55.55733911578918,165.05188213931154,24.522582274200047,19.727016774721314,14.608043340378153,404.17636802189435
1.75,892.9657704849195,2.0,11.05765838724094,27.49094380178078,28.006417184948905,16.074062866020085,28.021440351200596,6.1161776848531035,56.863240470613164,170.89754093772797,24.768162888379077,19.547140434797775,14.927080572772407,408.4905549032842
2.0,990.6052946204674,2.0,11.580912825342333,28.79815232621987,27.44662334503094,15.09790511477192,28.400326935256032,5.709730379868923,58.897301554026456,168.0154455133448,24.757596352722985,20.783554201219435,15.052007903446208,406.855919814883
2.25,1078.8402969475078,2.0,11.773676969787218,30.345835695594374,24.65615585189034,13.979293786484936,29.925493454452482,6.71297844034931,60.917997809670304,167.72347449322083,25.068297535299124,21.013605466398253,15.533140721070387,406.4599273991846
2.5,1121.5671288368335,2.0,12.074195806590811,28.973952649831837,26.351381079630187,13.388625190871894,28.799080636815766,7.110361119365937,61.39544452019798,171.69849052829605,24.548242926866084,21.22112999820025,15.800267647770765,404.1933221509083
2.75,1112.0902214785838,2.0,14.241703742613058,29.944287036736736,26.253030651692672,13.000582534261579,27.12460683156177,7.757511744879801,63.38678540551267,182.6355350609562,24.96415488360351,20.84937819587768,16.257009419277935,412.02124354648
3.0,1000.3129911744655,2.0,14.79482760820045,31.455514157410683,25.15208183618487,12.631457954234765,27.79911558657937,7.281701233140912,65.69909077538264,186.46095476409147,24.55719066448091,22.192835478407645,16.81406942288111,417.6983714273326
3.25,900.8321772353794,2.0,15.199991107676905,32.0026926835152,25.004527852562077,13.252139647139172,26.60683666529747,6.989044613829703,69.54911802264076,186.7054530210183,24.582333312667963,22.571157503311664,14.826945806874065,416.05441209683624
3.5,822.8745190126017,2.0,16.469932014567362,32.867630453711634,24.170265006351862,13.725935997757377,26.594060814819812,6.637255172773885,67.59597262925695,187.19256402669052,25.662169818977922,22.5711672988499,14.500508474046852,405.567107465251
3.75,850.8421856099578,2.0,18.955068352053022,32.95704198483615,25.110058726165484,14.03091547656783,25.646227356041006,6.361237181667287,66.07467752327914,184.76236448666245,24.292813979543098,21.7953296824569,13.56758531451653,406.95217631750745
4.0,913.7301638368635,2.0,20.152367725067364,32.21936334628284,22.748586654122395,14.442491504737216,23.941029183031777,6.960078857931326,65.37393808423774,183.09675241985119,25.382551609325645,23.12632282726786,14.024744605988262,406.6073063397871
4.25,996.498778157022,2.0,21.13450270753756,33.336942925320365,21.955127211493238,14.085932066106693,23.81043393289847,7.102394569979808,66.62897949576583,187.25540086372357,24.587149534037408,23.358719443586992,14.117198029330643,411.5077062816318
4.5,1056.8745155644099,2.0,22.079417966029155,32.78315849705729,20.649282424153686,12.877092856438507,22.24245015249198,7.236497509722433,64.98230670699525,186.02207715947856,24.680003818404078,24.586041130107148,13.812506355381528,410.8618043237296
4.75,992.9238154047363,2.0,21.94347726118242,31.73140794274883,22.341868471534596,12.37894299622118,22.705177741202043,6.599653807107351,64.29426670489198,178.35565226400976,24.335498499637556,24.289980475173834,13.826531681100274,407.3300154130904
5.0,905.733828804177,2.0,22.527444994948624,31.990254241041995,22.392421429568746,13.647948337360916,23.02381609786312,6.8791021726853225,60.12648934952428,180.6904406727243,25.78530212488196,25.216976675015374,12.821363681555626,417.99293035294164
5.25,856.3767174251609,2.0,23.999755584052014,31.400194327609434,22.722634375903333,14.196949390739166,20.261792807718045,7.874146912879387,64.00076576130476,186.97222922517605,27.294872954778366,27.283289142412293,12.568317956198143,416.6324025883593
5.5,830.5566504336387,2.0,22.73511635736849,32.2760369788585,23.6772975321826,14.849287138573425,20.477820703720894,9.192127911371816,62.26609614585965,190.42047590829867,27.93722436310506,29.42313210544248,14.276856693812642,413.56353852968584
5.75,834.4907667729304,2.0,23.7646025686212,31.6852668313804,23.767844707939748,16.18432387436603,19.08604507139352,9.710993293549569,59.92236482198307,182.32495105336827,26.74503733748431,29.96922558011133,13.642336958063657,415.23010884396405
6.0,878.2914089784862,2.0,23.016402399433236,34.09190443923027,23.218441009936704,16.008237073910042,19.638131627485688,9.291447900017996,61.2821263766111,178.80849055078724,27.756157920801762,29.610832550265037,13.343064235968225,413.47205647342696
6.25,925.4526568675465,2.0,22.90515224674361,32.52795591077825,22.208586615539357,16.38497321786997,18.369602867488958,9.485738454003256,61.10459796813433,191.16967695825187,30.029404724182083,31.887868584394745,13.131571867261945,410.0172387873374
6.5,947.7585256000057,2.0,23.38285117318319,31.867794768034898,21.925422155216673,15.762909588818895,21.680437267995952,9.563838442430526,64.47353910749236,192.5221300111809,29.256483503707898,31.15228185210173,12.640242809566217,415.15870663746483
6.75,902.6832417674822,2.0,22.91146823014357,33.08828938556686,22.326622403019247,16.612540505939545,20.78329803885605,9.668786963278944,62.553113876278914,196.6698115100372,29.701656510754134,31.17893741162075,12.078631332467046,409.64959686280383
7.0,878.8511487880508,2.0,20.983957161470787,32.69542456382643,22.634661491665266,17.70849342676191,20.855755056340936,9.968695382504235,64.20711908994733,189.02474590429625,30.442175692598152,29.496011562474397,12.920983070618105,407.5176110344777
7.25,796.3333334834523,2.0,20.311449349284047,32.695172125570515,22.72493288098182,16.152594739797163,22.37350660716369,10.269051516251643,67.14707583866794,195.52573278107602,31.14407751734656,30.358563610807728,12.583245047033168,405.20029167113313
7.5,738.9545085215735,2.0,20.39786731271817,32.26718699536036,23.30550758225663,16.387783642055783,25.865904885017525,11.26730135016065,68.52737950342272,200.566583271657,31.476198672954855,30.33338477130125,11.936032680580196,402.5909332019651
7.75,742.5211886975114,2.0,20.677204492844186,32.131872209563255,23.024471585725568,16.35655107155638,26.46359303662002,11.281056449700534,71.56693339400529,193.9039723666124,31.959268435843732,28.97110777415654,12.382103147221335,399.814474744313
8.0,813.543033585219,2.0,18.967785024018692,32.58893960403992,23.867736694885586,16.122121734413735,27.622392597906725,11.4085304219617,70.15523450166727,190.34794119591112,31.92456234378998,27.798663661820235,11.689685443834723,405.7998072456748
8.25,900.7365307478922,2.0,19.598156498339986,32.25583324421071,24.191623838536984,14.975097003469552,25.094809434269102,10.930792102284235,70.9789269229601,191.37657547133696,31.581219352689313,28.42763945287322,10.9183883802741,407.1051616961896
8.5,895.0193288649838,2.0,20.383082461800175,30.723395664489768,22.204606610348854,15.479906515233115,24.485982839189912,12.196865090213867,70.02133084755953,191.71316530317972,31.929092624211748,27.535483748799177,11.149704134689822,402.22363983916784
8.75,909.787095806709,2.0,21.611190366476666,30.86313204364668,22.60679086982138,14.765917010687438,24.55036528149727,11.898755688193342,70.13343648608479,197.4077319354436,31.58206421665866,27.454159203472003,10.342154701110426,404.29116675401514
9.0,818.1583231673646,2.0,23.03666827590239,28.68036448945359,22.923723944870407,14.770885457746722,25.323178851723124,12.371454677790826,70.29925918303044,199.69977988367452,31.01286552556069,28.306510594070666,8.941307616071814,399.0875889277249
9.25,732.2561007138128,2.0,23.192674974024968,29.067302179934416,22.833224419826102,12.86740875511396,24.52807798582595,12.929397159405381,70.34366582541695,198.37235136344924,29.707381140049353,28.762694764739607,9.664965851153925,390.14337070874933
9.5,717.2708919756157,2.0,23.023903209889628,29.036187988197373,22.55382830433628,12.55943953480209,22.933717325958053,12.324067057140882,70.76999076031952,207.1609488517515,31.539943791993394,28.979242294619834,10.156452877292077,393.36346808280126
9.75,702.8038133029963,2.0,24.516833620184766,30.08225723236475,22.42370265369123,12.743915692136506,22.108006483005134,10.917929399315204,73.63161452351412,215.53522021637434,34.70946970370188,30.129215323109783,10.295771585174588,399.3105915727086
10.0,783.7779638921139,2.0,24.99991411450171,31.821175395560534,23.099254266873853,12.305029792692524,22.718515117012128,10.502224523191927,71.85342252885745,217.01208694403618,37.217504307827966,29.07373699201558,9.175733929015504,395.145298993005
10.25,849.2462375987509,2.0,25.91261821648019,32.557114833497906,20.666844918110222,11.03528563617124,23.277797775905423,10.57733407894763,70.7931231647569,211.53997833812247,36.359229945281456,28.28555597046306,10.209732606651036,390.4419355450601
10.5,928.0740862866968,2.0,25.24820831382315,33.35400738880023,21.990692647298772,11.351646960859554,21.369249883695506,10.78232797996388,69.8231016143257,210.2136109307851,37.22003774364223,28.030152861554082,9.935181151675275,397.8182664490842
10.75,969.5000902028029,2.0,25.286909346909113,33.70098558528384,21.976707813423562,10.9811401228242,22.259643024541734,10.415319241568008,71.90713481746089,212.18055509493658,36.397949859277816,29.61501450816292,9.822489648526924,396.24603828279766
