Time,Flowrate,COD,NH4+NH3,NO3+NO2,TKN,Alkalinity,TSS
0.0,1000.0,315.0,25.0,30.0,40.0,6.0,400.0
0.25,1049.3546174770438,325.03730471588517,22.91959448743437,28.85958003916681,36.68036144192836,6.058683311247255,408.0577753664566
0.5,1046.5283197078106,324.0920845617047,22.74035900554696,30.889415664709393,35.98405710963314,6.034571645333467,408.90055560347105
0.75,1019.1280324260382,330.5194246007725,22.388051972069025,30.20876767205498,36.495437857523164,5.197186267330089,407.1528645561568
1.0,970.0202440385974,332.3538104668765,23.121341583253574,28.623265399522108,36.274884335278074,5.589176572438486,404.338309181299
1.25,868.5173589040254,325.08475391858065,24.710289090851898,27.92042325663646,38.51715849119333,6.02051970100897,407.1417352242602
1.5,829.4654881990417,321.6382122178714,27.300057815329772,29.086896400733366,41.888389046422354,6.371073073788909,404.17636802189435
1.75,892.9657704849195,325.5517674933121,28.006417184948905,28.021440351200596,44.08048005096899,6.1161776848531035,408.4905549032842
2.0,990.6052946204674,327.8849706763221,27.44662334503094,28.400326935256032,42.54452845980286,5.709730379868923,406.855919814883
2.25,1078.8402969475078,332.37602869104046,24.65615585189034,29.925493454452482,38.63544963837528,6.71297844034931,406.4599273991846
2.5,1121.5671288368335,335.71172407775373,26.351381079630187,28.799080636815766,39.74000627050208,7.110361119365937,404.1933221509083
2.75,1112.0902214785838,352.2788537445778,26.253030651692672,27.12460683156177,39.25361318595425,7.757511744879801,412.02124354648
3.0,1000.3129911744655,361.9744828708549,25.15208183618487,27.79911558657937,37.78353979041964,7.281701233140912,417.6983714273326
3.25,900.8321772353794,365.43769145770483,25.004527852562077,26.60683666529747,38.25666749970125,6.989044613829703,416.05441209683624
3.5,822.8745190126017,366.85994471610115,24.170265006351862,26.594060814819812,37.89620100410924,6.637255172773885,405.567107465251
3.75,850.8421856099578,362.4048813233473,25.110058726165484,25.646227356041006,39.14097420273332,6.361237181667287,406.95217631750745
4.0,913.7301638368635,363.3760406180209,22.748586654122395,23.941029183031777,37.19107815885961,6.960078857931326,406.6073063397871
4.25,996.498778157022,370.4188929993024,21.955127211493238,23.81043393289847,36.04105927759993,7.102394569979808,411.5077062816318
4.5,1056.8745155644099,368.945511633453,20.649282424153686,22.24245015249198,33.52637528059219,7.236497509722433,410.8618043237296
4.75,992.9238154047363,358.77681482874465,22.341868471534596,22.705177741202043,34.72081146775578,6.599653807107351,407.3300154130904
5.0,905.733828804177,359.15827173969217,22.392421429568746,23.02381609786312,36.04036976692966,6.8791021726853225,417.99293035294164
5.25,856.3767174251609,373.51942495153105,22.722634375903333,20.261792807718045,36.919583766642496,7.874146912879387,416.6324025883593
5.5,830.5566504336387,379.3349385527455,23.6772975321826,20.477820703720894,38.52658467075602,9.192127911371816,413.56353852968584
5.75,834.4907667729304,368.0537851510122,23.767844707939748,19.08604507139352,39.952168582305774,9.710993293549569,415.23010884396405
6.0,878.2914089784862,367.90897847309685,23.218441009936704,19.638131627485688,39.22667808384675,9.291447900017996,413.47205647342696
6.25,925.4526568675465,382.7562282597469,22.208586615539357,18.369602867488958,38.59355983340933,9.485738454003256,410.0172387873374
6.5,947.7585256000057,385.2953232252672,21.925422155216673,21.680437267995952,37.688331744035565,9.563838442430526,415.15870663746483
6.75,902.6832417674822,388.18190825686844,22.326622403019247,20.78329803885605,38.93916290895879,9.668786963278944,409.64959686280383
7.0,878.8511487880508,379.77041704523145,22.634661491665266,20.855755056340936,40.343154918427174,9.968695382504235,407.5176110344777
7.25,796.3333334834523,389.76531626978596,22.72493288098182,22.37350660716369,38.877527620778984,10.269051516251643,405.20029167113313
7.5,738.9545085215735,395.5046332079946,23.30550758225663,25.865904885017525,39.69329122431242,11.26730135016065,402.5909332019651
7.75,742.5211886975114,391.5924618202468,23.024471585725568,26.46359303662002,39.381022657281946,11.281056449700534,399.814474744313
